venue_name,venue_type,category,city,state,pincode,website_url,owner_name,owner_email,owner_phone,cuisine,address,country,latitude,longitude,google_maps_url,price_range
Sharma Sweets,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"Sharma Sweets, Kanadia Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.721221,75.8985534,"https://www.google.com/maps?q=22.721221,75.8985534",Budget
ATKT cafe,Restaurant,Cafe,Indore,Madhya Pradesh,452001,,,,,cafe,"ATKT cafe, Ring Road Flyover, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7180111,75.9055138,"https://www.google.com/maps?q=22.7180111,75.9055138",Budget
Hotel Suraj,Restaurant,Hotel Restaurant,Dabra,Madhya Pradesh,475110,,,,,multicuisine,"Hotel Suraj, Power House Road, Buzurg, Dabra, Dabra Tahsil, Gwalior, Madhya Pradesh, 475110, India",India,25.8901193,78.3367735,"https://www.google.com/maps?q=25.8901193,78.3367735",Budget
Lord of Grill,Restaurant,Grill Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Lord of Grill, Shaheed Tantiya Bhil Road, Limbodi, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6636278,75.8838454,"https://www.google.com/maps?q=22.6636278,75.8838454",Budget
Apna Punjabi Dhaba,Restaurant,Dhaba,Indore,Madhya Pradesh,452001,,,,,indian,"Apna Punjabi Dhaba, Shaheed Tantiya Bhil Road, Bilawali, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6634724,75.8834208,"https://www.google.com/maps?q=22.6634724,75.8834208",Budget
Maratha Darbar,Restaurant,Bar & Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Maratha Darbar, Shaheed Tantiya Bhil Road, Bilawali, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6582329,75.8846445,"https://www.google.com/maps?q=22.6582329,75.8846445",Budget
Maayra Ka Dhaaba,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Maayra Ka Dhaaba, Shaheed Tantiya Bhil Road, Limbodi, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6781986,75.8777271,"https://www.google.com/maps?q=22.6781986,75.8777271",Budget
Ramesh South Indian,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Ramesh South Indian, Shaheed Tantiya Bhil Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6765013,75.8782914,"https://www.google.com/maps?q=22.6765013,75.8782914",Budget
Panna Restaurant & Sweets,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Panna Restaurant & Sweets, Shaheed Tantiya Bhil Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6729012,75.880289,"https://www.google.com/maps?q=22.6729012,75.880289",Budget
D. K. Restaurant,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"D. K. Restaurant, Sant Nagar Ave, Sant Nagar, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6727602,75.8759284,"https://www.google.com/maps?q=22.6727602,75.8759284",Budget
Kushwah Ji Tiffin Center,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Kushwah Ji Tiffin Center, Sant Nagar Ave, Sant Nagar, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6724461,75.8754909,"https://www.google.com/maps?q=22.6724461,75.8754909",Budget
Kesarlal,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Kesarlal, Shaheed Tantiya Bhil Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6702374,75.881027,"https://www.google.com/maps?q=22.6702374,75.881027",Budget
Apna Sweets,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"Apna Sweets, Sapna Sangeeta Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6995369,75.8669063,"https://www.google.com/maps?q=22.6995369,75.8669063",Budget
Pishori Dhaba,Restaurant,Dhaba,Indore,Madhya Pradesh,452001,,,,,indian,"Pishori Dhaba, Bhawarkuwa Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6987248,75.8641434,"https://www.google.com/maps?q=22.6987248,75.8641434",Budget
Gurjar Restaurant,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Gurjar Restaurant, Ganesh Nagar Bylane, Ganesh Nagar, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6729545,75.8769241,"https://www.google.com/maps?q=22.6729545,75.8769241",Budget
Taste N Best,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"Taste N Best, Ganesh Nagar Bylane, Ganesh Nagar, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6729273,75.8766558,"https://www.google.com/maps?q=22.6729273,75.8766558",Budget
Sapna Restaurant,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Sapna Restaurant, Shaheed Tantiya Bhil Road, Limbodi, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6789702,75.8772349,"https://www.google.com/maps?q=22.6789702,75.8772349",Budget
Hotel Bigwig,Restaurant,Hotel Restaurant,Jabalpur,Madhya Pradesh,482001,,,,,multicuisine,"Hotel Bigwig, 1450, Dr Barat Road, Jabalpur, GorakhpurTahsil, Jabalpur, Madhya Pradesh, 482001, India",India,23.160805,79.9393961,"https://www.google.com/maps?q=23.160805,79.9393961",Budget
Wayfare,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,https://wayfare.thenationtrip.com,,,+91 93997 70600,chinese;fast_food;southern;indian,"Wayfare, 257, PU4, Service Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7461157,75.8956163,"https://www.google.com/maps?q=22.7461157,75.8956163",Budget
Sudarshan Restaurant,Restaurant,Restaurant,Bhopal,Madhya Pradesh,462066,,,,+919752948585,indian,"Sudarshan Restaurant, Bhopal Bypass Rd, Bhaunri, Bhopal, Huzur Tahsil, Bhopal, Madhya Pradesh, 462066, India",India,23.2854431,77.2742119,"https://www.google.com/maps?q=23.2854431,77.2742119",Budget
Satkar Pure Veg,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,indian,"Satkar Pure Veg, Shaheed Tantiya Bhil Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.6725136,75.8803559,"https://www.google.com/maps?q=22.6725136,75.8803559",Budget
Kitchen Sensation,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,+919039046282,indian,"Kitchen Sensation, LG12 One Centre, Mahatma Gandhi Marg, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7244192,75.8847302,"https://www.google.com/maps?q=22.7244192,75.8847302",Budget
popular fresh momos n more narsinghpur,Restaurant,Restaurant,Narsinghpur,Madhya Pradesh,487001,,,,+918962333100,pizza;coffee_shop;burger;chinese;sandwich;cake;pasta,"popular fresh momos n more narsinghpur, vaidya babu complex, MD3810, Narsimhapur, Narsinghpur, Narsimhapur Tahsil, Narsinghpur, Madhya Pradesh, 487001, India",India,22.9470298,79.1929966,"https://www.google.com/maps?q=22.9470298,79.1929966",Budget
Majitola,Restaurant,Restaurant,Baihar,Madhya Pradesh,481111,,,,,indian,"Majitola, SH47, Manjitola, Lagma, Baihar, Baihar Tahsil, Balaghat, Madhya Pradesh, 481111, India",India,22.1464734,80.660342,"https://www.google.com/maps?q=22.1464734,80.660342",Budget
Kushre Dhaba,Restaurant,Dhaba,Baihar,Madhya Pradesh,481111,,,,,indian,"Kushre Dhaba, SH47, Manjitola, Lagma, Baihar, Baihar Tahsil, Balaghat, Madhya Pradesh, 481111, India",India,22.1459098,80.6597543,"https://www.google.com/maps?q=22.1459098,80.6597543",Budget
Abhinandan Restaurant,Restaurant,Restaurant,Seoni,Madhya Pradesh,480600,,,,,indian;chinese,"Abhinandan Restaurant, SH42, Seoni, Seoni Tahsil, Seoni, Madhya Pradesh, 480600, India",India,22.0952372,79.5529707,"https://www.google.com/maps?q=22.0952372,79.5529707",Budget
Panchavati,Restaurant,Restaurant,Barwaha,Madhya Pradesh,451115,,,,,multicuisine,"Panchavati, NH347BG, Bawarikhera, Barwaha, Barwaha Tahsil, Khargone, Madhya Pradesh, 451115, India",India,22.2416885,76.0434231,"https://www.google.com/maps?q=22.2416885,76.0434231",Budget
Just Paratha,Restaurant,Restaurant,Indore,Madhya Pradesh,452014,,,,,multicuisine,"Just Paratha, Vishnupuri Colony, Old A. B. Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452014, India",India,22.6901939,75.8642944,"https://www.google.com/maps?q=22.6901939,75.8642944",Budget
Radha sanchi parler,Restaurant,Restaurant,Indore,Madhya Pradesh,452014,,,,,multicuisine,"Radha sanchi parler, Vishnupuri Colony, Old A. B. Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452014, India",India,22.6900442,75.8635677,"https://www.google.com/maps?q=22.6900442,75.8635677",Budget
restaurant 1,Restaurant,Restaurant,Gwalior,Madhya Pradesh,474001,,,,,indian,"restaurant 1, Patel Nagar, Gwalior, Gird Tahsil, Gwalior, Madhya Pradesh, 474001, India",India,26.2098332,78.2020706,"https://www.google.com/maps?q=26.2098332,78.2020706",Budget
hotel vaidya regency & manuhar restaurant & banquet,Restaurant,Hotel Restaurant,Balaghat,Madhya Pradesh,481001,,,,+917489995444,pizza;regional;coffee_shop;burger;sandwich;indian;chinese;pasta;dessert;salad,"hotel vaidya regency & manuhar restaurant & banquet, ground floor,kesar plaza complex, Hanuman Chowk, Balaghat, Balagat Tahsil, Balaghat, Madhya Pradesh, 481001, India",India,21.8112909,80.1938587,"https://www.google.com/maps?q=21.8112909,80.1938587",Budget
Jalaadhaari,Restaurant,Restaurant,Ujjain,Madhya Pradesh,456001,,,,,indian,"Jalaadhaari, 172, Mahakaleshwar Temple Road, Ujjain, Ujjain NagarTahsil, Ujjain, Madhya Pradesh, 456001, India",India,23.1833176,75.7695638,"https://www.google.com/maps?q=23.1833176,75.7695638",Budget
Naitik Jain Bhojnalaya,Restaurant,Restaurant,Vidisha,Madhya Pradesh,464001,https://naitik-jain-bhojnalay.business.site/?utm_source=gmb&utm_medium=referral,,,+919340809503,indian,"Naitik Jain Bhojnalaya, Main road, Vidisha, Vidisha NagarTahsil, Vidisha, Madhya Pradesh, 464001, India",India,23.523292,77.814029,"https://www.google.com/maps?q=23.523292,77.814029",Budget
Ram Rahim Dhaba,Restaurant,Dhaba,Babai,Madhya Pradesh,461661,,,,,indian;regional,"Ram Rahim Dhaba, SH67, Babai, Babai Tahsil, Narmadapuram, Madhya Pradesh, 461661, India",India,22.705612,77.9310872,"https://www.google.com/maps?q=22.705612,77.9310872",Budget
Rajput Dhaba,Restaurant,Dhaba,Mandla,Madhya Pradesh,481661,,,,,north_indian,"Rajput Dhaba, NH30, Katra, Mandla, Mandla Tahsil, Mandla, Madhya Pradesh, 481661, India",India,22.6367899,80.363017,"https://www.google.com/maps?q=22.6367899,80.363017",Budget
Primus Lounge,Restaurant,Restaurant,Indore,Madhya Pradesh,452001,,,,,multicuisine,"Primus Lounge, Airport Road, Indore City, Indore, Juni Indore Tahsil, Indore, Madhya Pradesh, 452001, India",India,22.7277475,75.8049536,"https://www.google.com/maps?q=22.7277475,75.8049536",Budget
Annapurna Restaurent,Restaurant,Restaurant,Rau Tahsil,Madhya Pradesh,452012,,,,,multicuisine,"Annapurna Restaurent, A. B. Road, Rau, Rau Tahsil, Indore, Madhya Pradesh, 452012, India",India,22.6564519,75.8072339,"https://www.google.com/maps?q=22.6564519,75.8072339",Budget
Ram Bharose  Hotel,Restaurant,Hotel Restaurant,Bhikangaon,Madhya Pradesh,451331,,,,,multicuisine,"Ram Bharose  Hotel, Khandwa Khargone Highway Road, Soni  Colony, Bhikangaon, Bhikangaon Tahsil, Khargone, Madhya Pradesh, 451331, India",India,21.8665157,75.9636015,"https://www.google.com/maps?q=21.8665157,75.9636015",Budget
G.V.P.R  Restaurant,Restaurant,Restaurant,Bhikangaon,Madhya Pradesh,451331,,,,,indian,"G.V.P.R  Restaurant, Khilji Colony  Road, Bhikangaon, Bhikangaon Tahsil, Khargone, Madhya Pradesh, 451331, India",India,21.8681304,75.9586975,"https://www.google.com/maps?q=21.8681304,75.9586975",Budget
Jayesh Restauran,Restaurant,Restaurant,Bhikangaon,Madhya Pradesh,451331,,,,,multicuisine,"Jayesh Restauran, Khandwa Khargone Highway Road, Soni  Colony, Kodla Khalsa, Bhikangaon, Bhikangaon Tahsil, Khargone, Madhya Pradesh, 451331, India",India,21.8581155,75.9345785,"https://www.google.com/maps?q=21.8581155,75.9345785",Budget
Khana-Khazana,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Khana-Khazana, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8550174,78.779636,"https://www.google.com/maps?q=23.8550174,78.779636",Budget
Yummy In The Tummy,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Yummy In The Tummy, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8546207,78.78091,"https://www.google.com/maps?q=23.8546207,78.78091",Budget
Maa Narmade Restaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,indian,"Maa Narmade Restaurant, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8545028,78.7802916,"https://www.google.com/maps?q=23.8545028,78.7802916",Budget
Fauji Veg and non veg fast food Junction,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Fauji Veg and non veg fast food Junction, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8538528,78.7847213,"https://www.google.com/maps?q=23.8538528,78.7847213",Budget
Sainik canteen,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Sainik canteen, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8537903,78.7848197,"https://www.google.com/maps?q=23.8537903,78.7848197",Budget
Prince Chicken & Fish Shop,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,fast_food,"Prince Chicken & Fish Shop, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8536437,78.7856254,"https://www.google.com/maps?q=23.8536437,78.7856254",Budget
Gurukripa Restaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,indian,"Gurukripa Restaurant, NH934, Rajakheri, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8532139,78.7860914,"https://www.google.com/maps?q=23.8532139,78.7860914",Budget
Indian Coffee House,Restaurant,Cafe,Sagar,Madhya Pradesh,470001,,,,,coffee_shop;indian,"Indian Coffee House, Indian Coffee House Parking Road, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8517115,78.7918335,"https://www.google.com/maps?q=23.8517115,78.7918335",Budget
Satpura Darbar Restaurant,Restaurant,Bar & Restaurant,Pipariya,Madhya Pradesh,461775,,,,+919893692577,indian,"Satpura Darbar Restaurant, Pipariya Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7536454,78.3565744,"https://www.google.com/maps?q=22.7536454,78.3565744",Budget
Veg Restaurant,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,indian,"Veg Restaurant, Pipariya Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7536603,78.3566102,"https://www.google.com/maps?q=22.7536603,78.3566102",Budget
Rajput Vaishnav Restaurant,Restaurant,Restaurant,Bijanwada,Madhya Pradesh,461775,,,,,regional;indian,"Rajput Vaishnav Restaurant, Pipariya Road, Pipariya, Bijanwada, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7538961,78.3571901,"https://www.google.com/maps?q=22.7538961,78.3571901",Budget
Bombay Biryani,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,regional;indian,"Bombay Biryani, Pipariya Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7540647,78.3579172,"https://www.google.com/maps?q=22.7540647,78.3579172",Budget
Jain Lodge & Restaurant,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,indian,"Jain Lodge & Restaurant, Pipariya Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7543245,78.3579534,"https://www.google.com/maps?q=22.7543245,78.3579534",Budget
The Panjtara Restaurant & Cafe,Restaurant,Cafe,Bijanwada,Madhya Pradesh,461775,,,,,regional;indian;chinese;punjabi;south_indian,"The Panjtara Restaurant & Cafe, Pachmarhi Road, Hathwans, Bijanwada, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7442042,78.3549306,"https://www.google.com/maps?q=22.7442042,78.3549306",Budget
Nandanvan Restaurant,Restaurant,Restaurant,Pachmarhi,Madhya Pradesh,461881,,,,,regional;indian;chinese,"Nandanvan Restaurant, Mahadev Road, Pachmarhi, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461881, India",India,22.4647467,78.4248603,"https://www.google.com/maps?q=22.4647467,78.4248603",Budget
Sahu Restaurant,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,regional;indian,"Sahu Restaurant, Shobhapur Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7601535,78.3504644,"https://www.google.com/maps?q=22.7601535,78.3504644",Budget
Ashok Kachori Bhandar,Restaurant,Restaurant,Pipariya,Madhya Pradesh,461775,,,,,regional;indian,"Ashok Kachori Bhandar, Shobhapur Road, Pipariya, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461775, India",India,22.7601744,78.3504836,"https://www.google.com/maps?q=22.7601744,78.3504836",Budget
Pal Dhaba Family Restaurant,Restaurant,Dhaba,Aaditoria,Madhya Pradesh,461778,,,,,regional;indian,"Pal Dhaba Family Restaurant, SH62, Matkuli, Aaditoria, Pipariya Tahsil, Narmadapuram, Madhya Pradesh, 461778, India",India,22.5985429,78.4545136,"https://www.google.com/maps?q=22.5985429,78.4545136",Budget
Sinner's Bistro,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,multicuisine,"Sinner's Bistro, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.8417424,78.7639918,"https://www.google.com/maps?q=23.8417424,78.7639918",Budget
Topn Towl Ice cream,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Topn Towl Ice cream, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8600464,78.7989662,"https://www.google.com/maps?q=23.8600464,78.7989662",Budget
Domini's Pizza,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,pizza,"Domini's Pizza, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.8410952,78.7628334,"https://www.google.com/maps?q=23.8410952,78.7628334",Budget
Happiness resturant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470003,,,,,multicuisine,"Happiness resturant, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470003, India",India,23.840823,78.7623625,"https://www.google.com/maps?q=23.840823,78.7623625",Budget
Jam jam fast food restaurant,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,indian,"Jam jam fast food restaurant, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8397936,78.7584997,"https://www.google.com/maps?q=23.8397936,78.7584997",Budget
`Sagaer Gaire,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"`Sagaer Gaire, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8353745,78.7624418,"https://www.google.com/maps?q=23.8353745,78.7624418",Budget
Mezbaan Non veg restaurant sagar,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,indian,"Mezbaan Non veg restaurant sagar, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8267052,78.7643599,"https://www.google.com/maps?q=23.8267052,78.7643599",Budget
Hotel Sai Aashirwad,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Hotel Sai Aashirwad, SH21, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8226388,78.7632014,"https://www.google.com/maps?q=23.8226388,78.7632014",Budget
Ram bhojnalay,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Ram bhojnalay, NH934, Baheriya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8788741,78.8142974,"https://www.google.com/maps?q=23.8788741,78.8142974",Budget
Janvhi fast food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Janvhi fast food, SH63, Baheriya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8842918,78.8190482,"https://www.google.com/maps?q=23.8842918,78.8190482",Budget
Shehroz Biryani,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Shehroz Biryani, Jyotesh Pandey Road, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8204794,78.7622359,"https://www.google.com/maps?q=23.8204794,78.7622359",Budget
Bapu Ki Kutiya Restaurnt,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Bapu Ki Kutiya Restaurnt, Jyotesh Pandey Road, Tilli, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8139561,78.758822,"https://www.google.com/maps?q=23.8139561,78.758822",Budget
The Haveii Fast food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"The Haveii Fast food, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8631804,78.8016652,"https://www.google.com/maps?q=23.8631804,78.8016652",Budget
My Self fast Food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"My Self fast Food, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.863611,78.8011314,"https://www.google.com/maps?q=23.863611,78.8011314",Budget
Shanti Vegetarian,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Shanti Vegetarian, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8610593,78.79973,"https://www.google.com/maps?q=23.8610593,78.79973",Budget
Thakur Restaurant Fast Food,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,indian,"Thakur Restaurant Fast Food, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8606006,78.799333,"https://www.google.com/maps?q=23.8606006,78.799333",Budget
Occasins Bakery & Sweets,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Occasins Bakery & Sweets, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8573229,78.7966691,"https://www.google.com/maps?q=23.8573229,78.7966691",Budget
Rathore Hotel,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Rathore Hotel, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8549475,78.794845,"https://www.google.com/maps?q=23.8549475,78.794845",Budget
Jain Chaat Centre,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Jain Chaat Centre, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8569344,78.7960515,"https://www.google.com/maps?q=23.8569344,78.7960515",Budget
Rishi Patties The patties King Makroniya,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Rishi Patties The patties King Makroniya, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8538176,78.7939422,"https://www.google.com/maps?q=23.8538176,78.7939422",Budget
Paaji's family restauant by manjeet,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Paaji's family restauant by manjeet, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8524404,78.7927421,"https://www.google.com/maps?q=23.8524404,78.7927421",Budget
Gps top rated,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Gps top rated, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8519552,78.7923895,"https://www.google.com/maps?q=23.8519552,78.7923895",Budget
Mishra catering servica in sagar,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Mishra catering servica in sagar, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8530331,78.7932472,"https://www.google.com/maps?q=23.8530331,78.7932472",Budget
Kanchan Dairt and GYM,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Kanchan Dairt and GYM, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8620734,78.7988953,"https://www.google.com/maps?q=23.8620734,78.7988953",Budget
RK Pattiez and  fast food corner,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"RK Pattiez and  fast food corner, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8548267,78.7960296,"https://www.google.com/maps?q=23.8548267,78.7960296",Budget
Radhe fulki canter,Restaurant,Restaurant,Sagar,Madhya Pradesh,470004,,,,,multicuisine,"Radhe fulki canter, NH934, Gambhiriya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470004, India",India,23.8607131,78.8134123,"https://www.google.com/maps?q=23.8607131,78.8134123",Budget
Front of makroniya chouraha,Restaurant,Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Front of makroniya chouraha, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8518986,78.7910991,"https://www.google.com/maps?q=23.8518986,78.7910991",Budget
Hotel Quality,Restaurant,Hotel Restaurant,Sagar,Madhya Pradesh,470001,,,,,multicuisine,"Hotel Quality, NH934, Makronya, Sagar, Sagar Nagar Tahsil, Sagar, Madhya Pradesh, 470001, India",India,23.8519184,78.791213,"https://www.google.com/maps?q=23.8519184,78.791213",Budget
